tweet,gpt_label,confidence
"""We hate niggers, we hate faggots and we hate spics""-kkk rally",hate_speech,0.95
"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892",hate_speech,0.95
"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",hate_speech,0.95
"&#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 

I suck dat bitch. Don&#8217;t y&#8217;all eva believe a colored man don&#8217;t eat no pussay",hate_speech,0.9
#DTLA is trash because of non-Europeans are allowed to live there.,hate_speech,0.9
#MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they're already fine and dressing slutty.,hate_speech,0.9
#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,hate_speech,0.9
#IndigenousPeoplesDay HAHA!!! You fuckin' retarded commies!!!!! Hunter Biden loves snortin' that PYGMIE FAIRY DUST don't he? #liberals,hate_speech,0.9
"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops.""",hate_speech,0.9
&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;RT @KfromtheG: Mexican bitches shaped like silly puddy!,hate_speech,0.9
#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!,hate_speech,0.9
"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",hate_speech,0.9
&#128530; RT @coldhearted9_: &#8220;@11wdNICK: Still can't see what niggers see in them white hoes....&#8221;&#128563; don't do this everrrrrr,hate_speech,0.9
&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!,hate_speech,0.9
""" we dont trust these niggas all these bitches """,hate_speech,0.9
"#ChristianBale should be KISSING #Moses ass for his fight with God, OTHERWISE WE MIGHT ALL BE FUCKING DEAD&gt; #retarded #ass #actor #faggot",hate_speech,0.9
"#PeopleToAvoid
Valerie Jarrett, so I control my reflex to bitch slap her.",hate_speech,0.9
&#128555;&#128555;&#128555;&#128555;&#128555;&#128532;&#128532;&#128532;&#128532;&#128532;&#128532; this fucking bitch Rachel needs to die please,hate_speech,0.9
#11 get to hit any bitch on campus he wants to,hate_speech,0.9
"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm",hate_speech,0.9
"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags""",hate_speech,0.9
"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""",hate_speech,0.9
"""You're fucked up"" 
No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut",hate_speech,0.9
"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!""",hate_speech,0.9
"""You don't like us colored folks, what the he'll you're not colored you white fucks"" &#128514;&#128514;&#128514;&#128514;",hate_speech,0.9
"""You ain't gunna do shit spear chucker""",hate_speech,0.9
"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",hate_speech,0.9
"""They Faggots @JonnieSantana: Orioles petty as fuck...got swept up outta this bitch""",hate_speech,0.9
#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.,hate_speech,0.9
"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome",hate_speech,0.9
#ultimatepickupline bitch get naked. Works 10 times out of 10 if she's drunk :),hate_speech,0.9
&#128514;&#128514;&#128514; played that nigga smh &#8220;@sexualgifss: bitches are so shady... oh my god &#128514;&#128514; http://t.co/1VhC9LqsKg&#8221;,hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Korean | korean girlfriend pussy http://t.co/Od1MQUudnN",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Young Japanese girl&#8217;s hairy cunt creampied http://t.co/rg3PObaKKD",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Pretty young Japanese girl&#8217;s hot cunt fucked &amp; c | http://t.co/wt5SSOF9rW",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Italian | my baby pussy http://t.co/1O7AJdBjLc",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Using my submissive bitch outdoor. Home made amateur http://t.co/Fu6AggzHQd",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Candid pussy shots from a hidden c http://t.co/IKpJ0etz71",hate_speech,0.9
"$60 torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | More lovely sounds of fisting a loose pussy http://t.co/1PMAGSPkud",hate_speech,0.9
&#128073; RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk",hate_speech,0.9
#pause but niggas is bitches tho RT @CornerBoyP: Boy niggaz b so bitch made u cud kiss em n da mouth!!,hate_speech,0.9
#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,hate_speech,0.9
#firefighter is a job for white trash,hate_speech,0.9
"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",hate_speech,0.9
#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,hate_speech,0.9
&#128073; RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark,hate_speech,0.9
&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar,hate_speech,0.9
&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,hate_speech,0.9
"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",hate_speech,0.9
&#128514;&#128514; fucc nicca yu pose to be pullin up,hate_speech,0.9
"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;",hate_speech,0.9
#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,hate_speech,0.9
"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",hate_speech,0.9
"""So he's a good football player...but he still acts like a nig""",hate_speech,0.9
"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",hate_speech,0.9
"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT",hate_speech,0.9
"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",hate_speech,0.9
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",hate_speech,0.9
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",hate_speech,0.9
"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",hate_speech,0.9
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",hate_speech,0.9
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",hate_speech,0.9
"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",hate_speech,0.9
"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",hate_speech,0.9
"&#8220;@BIGHOMIEMARKIE: &#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#8221;&#128128;&#128128;&#128128;&#128514;",hate_speech,0.9
"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",hate_speech,0.9
"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",hate_speech,0.9
"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes",hate_speech,0.9
"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",hate_speech,0.9
"&#8220;@AnthonyCumia: RT @ispfemme: Another Jersey fail - what a cunt http://t.co/1tZpbHgMhP

-No pics needed. Animal.&#8221; 

Dem coloreds be wack",hate_speech,0.9
"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",hate_speech,0.9
"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",hate_speech,0.9
"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",hate_speech,0.9
"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",hate_speech,0.9
"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",hate_speech,0.9
"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",hate_speech,0.9
"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",hate_speech,0.9
"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",hate_speech,0.9
"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",hate_speech,0.9
"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",hate_speech,0.9
"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",hate_speech,0.9
"""Nah its You @NoMeek_JustMilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T",hate_speech,0.9
"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",hate_speech,0.9
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #SmallTits | Small tits ghetto whore fucking with not her stepdad http://t.co/Ay6gRNTOUw",hate_speech,0.9
"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;",hate_speech,0.9
"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;",hate_speech,0.9
"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",hate_speech,0.9
"""Get your ass back to Detroit ya fuckin' wigger!""",hate_speech,0.9
"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV",hate_speech,0.9
"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",hate_speech,0.9
"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;",hate_speech,0.9
"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",hate_speech,0.9
&#128557;&#128557; RT @KingHov1313: Niggaz get free pussy off of bounce beats alone!&#128584;&#128557;&#128557;&#128557;&#128557;,hate_speech,0.9
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",hate_speech,0.9
"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",hate_speech,0.9
"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",hate_speech,0.9
"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",hate_speech,0.9
&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB,hate_speech,0.9
&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,hate_speech,0.9
"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;",hate_speech,0.9
&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot,hate_speech,0.9
"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",hate_speech,0.9
"&#8220;@21Cvasquez: My brother is a bitch, pussy, faggot, etc.&#8221; you just like getting beat up don't you?",hate_speech,0.9
"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",hate_speech,0.9
"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",hate_speech,0.9
&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,hate_speech,0.9
&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag,hate_speech,0.9
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",hate_speech,0.9
&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,hate_speech,0.85
&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,hate_speech,0.85
&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here,hate_speech,0.85
"&#8220;@AyoO_Fettii: My Anaconda Don't 
My Anaconda Don't
My Anaconda Don't
Want None Unless You Got GOALS Hun &#58143;&#58113;&#128213;&#128218;&#128176;&#127969;&#128107;&#128141;&#8221; Smh . White Ass niggah .",hate_speech,0.85
&#128540;&#128583;&#128582; I hate ya bitch ass,hate_speech,0.85
"#DUH @Transhuman_: That's because they're possibly tucking a penis ""@EmperorIra: This bitch got man boobs http://t.co/VJvXwLrJoP""&#8221;""",hate_speech,0.85
#RuinADessert @midnight Fairy Queen. nomg&gt; I fucked #Obama panties again...............,hate_speech,0.85
"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",hate_speech,0.85
#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;,hate_speech,0.85
"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",hate_speech,0.85
"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;""",hate_speech,0.85
"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",hate_speech,0.85
"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",hate_speech,0.85
#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,hate_speech,0.85
#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,hate_speech,0.85
"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",hate_speech,0.85
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",hate_speech,0.85
"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny",hate_speech,0.85
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",hate_speech,0.85
"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;",hate_speech,0.85
"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",hate_speech,0.8
"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",hate_speech,0.8
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Amateur boy fucking bitch hiddencam http://t.co/Bt8C6qQCTd",hate_speech,0.8
"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",hate_speech,0.8
&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !,hate_speech,0.8
"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",hate_speech,0.8
"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",hate_speech,0.8
#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!,hate_speech,0.8
"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard",hate_speech,0.8
#CelebrityLeakedPhotos YEAH&gt; NOW YOU KNOW how it feels knowing the #NSA is on all our phones. Quit whining like #muslim #bitches.,hate_speech,0.8
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz",hate_speech,0.8
#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band,hate_speech,0.8
&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass,hate_speech,0.8
#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,hate_speech,0.8
&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,hate_speech,0.8
#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,hate_speech,0.8
&#128077;RT @kwagiheath: One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!,hate_speech,0.8
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Beach | Caught a girl rubbing her pussy in nude beach http://t.co/h8lGiTFYie",hate_speech,0.8
!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny,hate_speech,0.8
